ID,BusinessUnit,Effective Date,Document Language,BaseURL,Name,POPPIsArchived,Uploaded By,DocumentID,Document TYPE,POPPIsActive,Approval Status,Uploaded On,Document Template,Copy PPM Archived Documents,Planned Review Date,Item Type,Path,Document ID Value,FileType,URL
2686,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,DEF_sdp_9_REPORT_v1.0_banner.jpg,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2686'>POPP-11-2686</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,jpg,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/DEF_sdp_9_REPORT_v1.0_banner.jpg
2684,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,DEF_sdp_7_OVERSIGHT_v1.0_banner.jpg,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2684'>POPP-11-2684</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,jpg,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/DEF_sdp_7_OVERSIGHT_v1.0_banner.jpg
2683,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,DEF_sdp_6_MONITOR_v1.0_banner.jpg,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2683'>POPP-11-2683</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,jpg,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/DEF_sdp_6_MONITOR_v1.0_banner.jpg
2682,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,DEF_sdp_5_DELIVER_RESULTS_v1.0_banner.jpg,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2682'>POPP-11-2682</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,jpg,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/DEF_sdp_5_DELIVER_RESULTS_v1.0_banner.jpg
2680,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,DEF_sdp_3_APPRAISE_APPROVE_v1.0_banner.jpg,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2680'>POPP-11-2680</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,jpg,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/DEF_sdp_3_APPRAISE_APPROVE_v1.0_banner.jpg
2681,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,DEF_sdp_4_ANNUAL_PLANNING_v1.0_banner.jpg,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2681'>POPP-11-2681</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,jpg,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/DEF_sdp_4_ANNUAL_PLANNING_v1.0_banner.jpg
2687,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,DEF_sdp_10_CLOSE_v1.0_banner.jpg,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2687'>POPP-11-2687</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,jpg,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/DEF_sdp_10_CLOSE_v1.0_banner.jpg
2679,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,DEF_sdp_2_SELECT_IMPLEMENTING_PARTNER_v1.0_banner.jpg,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2679'>POPP-11-2679</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,jpg,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/DEF_sdp_2_SELECT_IMPLEMENTING_PARTNER_v1.0_banner.jpg
2705,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,DEF_pc_7_PROGRAMME_TRANSITION_v1.0_banner.jpg,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2705'>POPP-11-2705</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,jpg,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/DEF_pc_7_PROGRAMME_TRANSITION_v1.0_banner.jpg
2678,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,DEF_sdp_1_FORMULATE_v1.0_banner.jpg,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2678'>POPP-11-2678</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,jpg,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/DEF_sdp_1_FORMULATE_v1.0_banner.jpg
2703,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,DEF_pc_5_OVERSIGHT_v1.0_banner.jpg,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2703'>POPP-11-2703</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,jpg,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/DEF_pc_5_OVERSIGHT_v1.0_banner.jpg
2704,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,DEF_pc_6_REPORT_v1.0_banner.jpg,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2704'>POPP-11-2704</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,jpg,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/DEF_pc_6_REPORT_v1.0_banner.jpg
2700,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,DEF_pc_2_APPRAISE_AND_APPROVE_v1.0_banner.jpg,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2700'>POPP-11-2700</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,jpg,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/DEF_pc_2_APPRAISE_AND_APPROVE_v1.0_banner.jpg
2701,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,DEF_pc_3_ANNUAL_PLANNING_v1.0_banner.jpg,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2701'>POPP-11-2701</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,jpg,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/DEF_pc_3_ANNUAL_PLANNING_v1.0_banner.jpg
2702,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,DEF_pc_4_MONITOR_v1.0_banner.jpg,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2702'>POPP-11-2702</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,jpg,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/DEF_pc_4_MONITOR_v1.0_banner.jpg
3155,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,DEF_PC_1_CPD_orRPD_v1.2_banner_DEF.jpeg,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3155'>POPP-11-3155</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,jpeg,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/DEF_PC_1_CPD_orRPD_v1.2_banner_DEF.jpeg
2708,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,DEF_Institutional_and_Development_Effectiveness_Projects_A3_1.0.pdf,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2708'>POPP-11-2708</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/DEF_Institutional_and_Development_Effectiveness_Projects_A3_1.0.pdf
2711,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,DEF_1_CPD_orRPD_A3_RGB_v2.4.pdf,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2711'>POPP-11-2711</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/DEF_1_CPD_orRPD_A3_RGB_v2.4.pdf
2709,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,DEF_Development_Services_A3_1.0.pdf,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2709'>POPP-11-2709</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/DEF_Development_Services_A3_1.0.pdf
2707,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,DEF_Engagement_Facility_A3_1.0.pdf,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2707'>POPP-11-2707</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/DEF_Engagement_Facility_A3_1.0.pdf
2780,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,2018.06.05_7_PROGRAMME_TRANSITION_A3_RGB_v4.0.pdf,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2780'>POPP-11-2780</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/2018.06.05_7_PROGRAMME_TRANSITION_A3_RGB_v4.0.pdf
2698,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,BANNER_undp_SIMPLE_CYCLE.jpg,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2698'>POPP-11-2698</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,jpg,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/BANNER_undp_SIMPLE_CYCLE.jpg
2779,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,2018.06.05_6_REPORT_A3_RGB_v4.0.pdf,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2779'>POPP-11-2779</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/2018.06.05_6_REPORT_A3_RGB_v4.0.pdf
2776,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,2018.06.05_3_ANNUAL_PLANNING_A3_RGB_v4.0.pdf,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2776'>POPP-11-2776</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/2018.06.05_3_ANNUAL_PLANNING_A3_RGB_v4.0.pdf
2777,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,2018.06.05_4_MONITOR_A3_RGB_v4.0.pdf,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2777'>POPP-11-2777</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/2018.06.05_4_MONITOR_A3_RGB_v4.0.pdf
2774,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,2018.06.05_1_CPD_orRPD_A3_RGB_v4.0.pdf,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2774'>POPP-11-2774</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/2018.06.05_1_CPD_orRPD_A3_RGB_v4.0.pdf
2775,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,2018.06.05_2_APPRAISE_AND_APPROVE_A3_RGB_v4.0.pdf,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2775'>POPP-11-2775</a>,Template,True,Approved,2020-08-26 18:02,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/2018.06.05_2_APPRAISE_AND_APPROVE_A3_RGB_v4.0.pdf
2771,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,2018.06.04_SDP_PC_IMPLEMENT_double_v1.0_banner.jpg,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2771'>POPP-11-2771</a>,Template,True,Approved,2020-08-26 16:22,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,jpg,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/2018.06.04_SDP_PC_IMPLEMENT_double_v1.0_banner.jpg
2750,849;#Programme and Project Management Visual Guides,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,2018.06.03_undp_PROGRAMMING_CYCLE_RGB_A3_v11.2.pdf,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2750'>POPP-11-2750</a>,Template,True,Approved,2020-08-26 16:22,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/2018.06.03_undp_PROGRAMMING_CYCLE_RGB_A3_v11.2.pdf
2108,349;#Human Resources Management,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Entitlement Travel_ST AI 2013 3.mht,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2108'>POPP-11-2108</a>,Regulation,True,Approved,2020-08-25 17:03,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,mht,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Entitlement Travel_ST AI 2013 3.mht
996,349;#Human Resources Management,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,STAI20052.pdf,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-996'>POPP-11-996</a>,Regulation,True,Approved,2020-08-25 17:03,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/STAI20052.pdf
2916,355;#Procurement,,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,PSU_ Individual Contract_Letter of Invitation to Submit an Offer_Spanish.docx,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2916'>POPP-11-2916</a>,Template,True,Approved,2020-08-25 17:03,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_ Individual Contract_Letter of Invitation to Submit an Offer_Spanish.docx
2241,350;#Financial Resources Management,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,UNDP  FRAMEWORK AGREEMENT TEMPLATE- Final -14 4 2014.docx,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2241'>POPP-11-2241</a>,Template,True,Approved,2020-08-21 22:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/UNDP  FRAMEWORK AGREEMENT TEMPLATE- Final -14 4 2014.docx
1907,350;#Financial Resources Management,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,UNDP Treasury - Request for Exceptional Approval (Annex 5).docx,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-1907'>POPP-11-1907</a>,Template,True,Approved,2020-08-21 22:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/UNDP Treasury - Request for Exceptional Approval (Annex 5).docx
1496,350;#Financial Resources Management,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Pipeline_Management_2014_06.pptx,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-1496'>POPP-11-1496</a>,Template,True,Approved,2020-08-21 22:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,pptx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Pipeline_Management_2014_06.pptx
1445,350;#Financial Resources Management,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,GCA Annex 4 - Year-end Certification for Cash Arrangement.docx,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-1445'>POPP-11-1445</a>,Template,True,Approved,2020-08-21 22:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/GCA Annex 4 - Year-end Certification for Cash Arrangement.docx
1444,350;#Financial Resources Management,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,GCA Annex 3 - Cash Count Form.xlsx,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-1444'>POPP-11-1444</a>,Template,True,Approved,2020-08-21 22:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,xlsx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/GCA Annex 3 - Cash Count Form.xlsx
1495,350;#Financial Resources Management,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Pipeline Management_Guidelines.docx,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-1495'>POPP-11-1495</a>,Template,True,Approved,2020-08-21 22:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Pipeline Management_Guidelines.docx
1440,350;#Financial Resources Management,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_UNDP Handbook for Monitoring and Evaluation for Results - EO.pdf,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-1440'>POPP-11-1440</a>,Template,True,Approved,2020-08-21 22:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_UNDP Handbook for Monitoring and Evaluation for Results - EO.pdf
1443,350;#Financial Resources Management,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,GCA Annex 1 - Cash Custodian Appointment Form.docx,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-1443'>POPP-11-1443</a>,Template,True,Approved,2020-08-21 22:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/GCA Annex 1 - Cash Custodian Appointment Form.docx
1858,350;#Financial Resources Management,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_Revenue and Expense Management_ Trust Fund Management _UNDP Funding Windows.pdf,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-1858'>POPP-11-1858</a>,Template,True,Approved,2020-08-21 22:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Revenue and Expense Management_ Trust Fund Management _UNDP Funding Windows.pdf
1859,350;#Financial Resources Management,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_Revenue and Expense Management _Trust Fund Management _ Annex 1 - Detailed FW Management Functions.pdf,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-1859'>POPP-11-1859</a>,Template,True,Approved,2020-08-21 22:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Revenue and Expense Management _Trust Fund Management _ Annex 1 - Detailed FW Management Functions.pdf
1925,350;#Financial Resources Management,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_Standard_Basic_Executing_Agency_Agreement_(SBEAA).docx,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-1925'>POPP-11-1925</a>,Template,True,Approved,2020-08-21 22:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Standard_Basic_Executing_Agency_Agreement_(SBEAA).docx
1395,350;#Financial Resources Management,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_LOA_between_UNDP_and_Gvt_or_IGO_under_DIM.docx,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-1395'>POPP-11-1395</a>,Template,True,Approved,2020-08-21 22:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_LOA_between_UNDP_and_Gvt_or_IGO_under_DIM.docx
1912,350;#Financial Resources Management,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_UNDPs-accountability-as-AA-for-MDTFs-One-UN-Funds-and-JPs-REVISION-2010.docx,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-1912'>POPP-11-1912</a>,Template,True,Approved,2020-08-21 22:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_UNDPs-accountability-as-AA-for-MDTFs-One-UN-Funds-and-JPs-REVISION-2010.docx
2008,350;#Financial Resources Management,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_Financial Operations Management_Revenue Management Better Practice Guide070306.ppt,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2008'>POPP-11-2008</a>,Template,True,Approved,2020-08-21 21:22,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,ppt,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Operations Management_Revenue Management Better Practice Guide070306.ppt
2002,350;#Financial Resources Management,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_Expense Management_F10 Voucher for Reimbursement of Expenses.docx,False,Jane Ashley Gagne,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2002'>POPP-11-2002</a>,Template,True,Approved,2020-08-21 20:42,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Expense Management_F10 Voucher for Reimbursement of Expenses.docx
2674,669;#Programme and Project Management,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,PPM_Quality Standards and Assurance_Programme Management_Statement of challenges and performance.doc,False,Jessica Murray,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2674'>POPP-11-2674</a>,Template,True,Approved,2020-08-21 20:13,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PPM_Quality Standards and Assurance_Programme Management_Statement of challenges and performance.doc
