ID,Document Language,Name,FileType,URL
2242,English,BERA_Partnerships_UNDP private sector due diligence policy 2013_FINAL.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/BERA_Partnerships_UNDP private sector due diligence policy 2013_FINAL.pdf
519,English,UNDP Policy for Due Diligence and Partnerships with the Private Sector (2013).pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/UNDP Policy for Due Diligence and Partnerships with the Private Sector (2013).pdf
1894,English,AC_Accountability Framework and Oversight Policy.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/AC_Accountability Framework and Oversight Policy.pdf
1195,English,IT_BYOD_Acceptable Usage_Annex C_Uses of Mobile Devices within UNDP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/IT_BYOD_Acceptable Usage_Annex C_Uses of Mobile Devices within UNDP.docx
1194,English,IT_BYOD_Acceptable Usage_Annex A_Access Credentials.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/IT_BYOD_Acceptable Usage_Annex A_Access Credentials.docx
2465,Spanish,PPM_Formulate Programmes and Projects_Project Document Template_Español.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PPM_Formulate Programmes and Projects_Project Document Template_Español.docx
1950,Spanish,FRM_Figure Annex_Spanish and English.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Figure Annex_Spanish and English.docx
520,English,Partnerships_Guidelines on Cooperation between the United Nations and the Private Sector.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Partnerships_Guidelines on Cooperation between the United Nations and the Private Sector.pdf
3429,Spanish,UNDP Strategic Plan 2018 - 2021_Spanish.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/UNDP Strategic Plan 2018 - 2021_Spanish.pdf
3427,English,UNDP Strategic Plan 2018 - 2021_English.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/UNDP Strategic Plan 2018 - 2021_English.pdf
3428,French,UNDP Strategic Plan 2018 - 2021_French.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/UNDP Strategic Plan 2018 - 2021_French.pdf
2100,English,BERA_Partnerships_2030 Agenda for Sustainable Development.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/BERA_Partnerships_2030 Agenda for Sustainable Development.pdf
3373,Spanish,PSU_Construction Works_Construction Works Guidance Note_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Construction Works_Construction Works Guidance Note_Spanish.docx
3104,French,PPM_Implement_Provide Oversight_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PPM_Implement_Provide Oversight_FR.docx
3554,English,PPM_Design_Prepare Fully Costed Budgets for Projects_Annex 1.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PPM_Design_Prepare Fully Costed Budgets for Projects_Annex 1.docx
3559,English,PPM_Design_Prepare Fully Costed Budgets for Projects_Guidelines_GF.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PPM_Design_Prepare Fully Costed Budgets for Projects_Guidelines_GF.docx
3556,English,PPM_Design_Prepare Fully Costed Budgets for Projects_Guidelines_GEF.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PPM_Design_Prepare Fully Costed Budgets for Projects_Guidelines_GEF.docx
3555,English,PPM_Design_Prepare Fully Costed Budgets for Projects_Guidelines_EU.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PPM_Design_Prepare Fully Costed Budgets for Projects_Guidelines_EU.docx
2669,English,PPM_Formulate Programmes and Projects_UNDP-GEF Project Preparation Grant template.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PPM_Formulate Programmes and Projects_UNDP-GEF Project Preparation Grant template.docx
3536,French,AC_Accountability_Internal Control Framework_Operational Guide_French.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/AC_Accountability_Internal Control Framework_Operational Guide_French.docx
3570,English,AC_Accountability_Internal Control Framework_Budget Override Monitoring Tool_Userguide.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/AC_Accountability_Internal Control Framework_Budget Override Monitoring Tool_Userguide.pdf
3565,English,PPM_Formulate Programmes and Projects_Vertical Fund Time Tracking Sheet - Guidance Note.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PPM_Formulate Programmes and Projects_Vertical Fund Time Tracking Sheet - Guidance Note.docx
2639,English,Admin Service_Duty Travel_Authorizing Official Business Travel .docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Duty Travel_Authorizing Official Business Travel .docx
3562,English,AC_Accountability_Internal Control Framework_Budget Override Policy Template.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/AC_Accountability_Internal Control Framework_Budget Override Policy Template.docx
2603,English,PPM_Design_Engagement Facility.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PPM_Design_Engagement Facility.docx
3553,English,FRM_Resource Planning and Cost Recovery_Planning and Paying for Service Delivery to Projects_Annex 1.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning and Cost Recovery_Planning and Paying for Service Delivery to Projects_Annex 1.docx
3538,French,PPM_Formulate Programmes and Projects_UNDP Human Right Due Diligence Implementation Framework Tool_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PPM_Formulate Programmes and Projects_UNDP Human Right Due Diligence Implementation Framework Tool_FR.docx
3534,English,PPM_Formulate Programmes and Projects_UNDP Human Right Due Diligence Implementation Framework Tool.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PPM_Formulate Programmes and Projects_UNDP Human Right Due Diligence Implementation Framework Tool.pdf
3528,Spanish,PSU_Individual Contract_Statement of Health_Individual Contractors_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Individual Contract_Statement of Health_Individual Contractors_Spanish.docx
3548,English,PPM_Formulate Programmes and Projects_Frequently Asked Questions-VF Programming Needs Assessment Tool.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PPM_Formulate Programmes and Projects_Frequently Asked Questions-VF Programming Needs Assessment Tool.docx
3549,English,PPM_Formulate Programmes and Projects_VF NAT - User Guide.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PPM_Formulate Programmes and Projects_VF NAT - User Guide.docx
3546,English,PSU_Individual Contract_Statement of Health_Individual Contractors.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Individual Contract_Statement of Health_Individual Contractors.docx
3540,English,Admin Services_Duty Travel_PT.63B_Request for Change to G-5 Visa Status (for Household Employee).doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Services_Duty Travel_PT.63B_Request for Change to G-5 Visa Status (for Household Employee).doc
3539,English,Admin Services_Duty Travel_P-210AA_G-5 Employment Contract Template.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Services_Duty Travel_P-210AA_G-5 Employment Contract Template.docx
1259,English,Admin Service_Duty Travel_P-210_Information-Kit-for-G5-Visa-Application.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Duty Travel_P-210_Information-Kit-for-G5-Visa-Application.doc
1944,English,ICT_Oversight_TeamTrack Userguide - Atlas Request for Change (RFC).doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/ICT_Oversight_TeamTrack Userguide - Atlas Request for Change (RFC).doc
1943,English,ICT_Oversight_TeamTrack Userguide - Non Atlas Request for Change (RFC).doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/ICT_Oversight_TeamTrack Userguide - Non Atlas Request for Change (RFC).doc
2968,English,PPM_Programming Standards_Knowledge Product Production and Quality Assurance.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PPM_Programming Standards_Knowledge Product Production and Quality Assurance.docx
3504,English,PSU_Model Contract for Publication Services.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Model Contract for Publication Services.docx
3515,English,Partnerships_MOU with Government.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Partnerships_MOU with Government.docx
3516,English,Partnerships_MOU with UN Entities and International Organization.DOCX,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Partnerships_MOU with UN Entities and International Organization.DOCX
3507,Spanish,PSU_Model Contract for Rental of Vehicle with Driver_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Model Contract for Rental of Vehicle with Driver_Spanish.docx
3512,Spanish,PSU_Model Travel Agency Agreement_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Model Travel Agency Agreement_Spanish.docx
3510,Spanish,PSU_Model Contract for Security Services_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Model Contract for Security Services_Spanish.docx
3511,English,PSU_Model Travel Agency Agreement.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Model Travel Agency Agreement.docx
3509,English,PSU_Model Contract for Security Services.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Model Contract for Security Services.docx
3508,Spanish,PSU_Model Contract for Reprints_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Model Contract for Reprints_Spanish.docx
3506,English,PSU_Model Contract for Rental of Vehicle with Driver.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Model Contract for Rental of Vehicle with Driver.docx
3505,Spanish,PSU_Model Basic Publishing Contract_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Model Basic Publishing Contract_Spanish.docx
3503,English,Admin Services_Corporate Purchasing Card Management_UNDP USD IPC Countries 2021.xlsx,xlsx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Services_Corporate Purchasing Card Management_UNDP USD IPC Countries 2021.xlsx
229,English,HR_Types of Leave_Atlas Absence Training Brochure (2010).pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Leave_Atlas Absence Training Brochure (2010).pdf
583,English,HR_Types of Leave_Atlas HR_eServices_My Leave (2015).pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Leave_Atlas HR_eServices_My Leave (2015).pdf
1322,English,Admin Service_Security Risk Management Process.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Security Risk Management Process.docx
3497,English,HR_Fellowship_Partnership Agreement Template.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Fellowship_Partnership Agreement Template.docx
3498,English,HR_Fellowship_Terms of Reference (TOR).docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Fellowship_Terms of Reference (TOR).docx
3499,English,HR_Fellowship_UNDP-Funded Fellowship Undertaking Letter.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Fellowship_UNDP-Funded Fellowship Undertaking Letter.docx
3119,French,PPM_Programming Standards_Social and Environmental Standards_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PPM_Programming Standards_Social and Environmental Standards_FR.docx
3495,English,FRM_Resource Planning and Cost Recovery_On Demand Jobaid for CRN Bill.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning and Cost Recovery_On Demand Jobaid for CRN Bill.docx
3494,English,Admin Services_Asset Management_SLA UNDP and UNDSS.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Services_Asset Management_SLA UNDP and UNDSS.pdf
3491,Spanish,Admin Service_Management of Local Presence_Setting up Local Presence Flowchart_Spanish.jpg,jpg,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Management of Local Presence_Setting up Local Presence Flowchart_Spanish.jpg
3453,Spanish,Admin Service_Lease Management_Leases Process Map  - Flowchart_Spanish.jpg,jpg,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Lease Management_Leases Process Map  - Flowchart_Spanish.jpg
2507,English,Admin Services_Lease Management_Relocation-Tool-Kit-2a-of-3.zip,zip,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Services_Lease Management_Relocation-Tool-Kit-2a-of-3.zip
2509,English,Admin Services_Lease Management_Relocation-Tool-Kit-3-of-3.zip,zip,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Services_Lease Management_Relocation-Tool-Kit-3-of-3.zip
3192,English,HR_Performance Management.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Performance Management.docx
2504,English,Admin Services_Lease Management_Relocation-Tool-Kit-1-of-3.zip,zip,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Services_Lease Management_Relocation-Tool-Kit-1-of-3.zip
1294,English,Admin Service_Lease Management_Memorandum-of-Agreement-MOA.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Lease Management_Memorandum-of-Agreement-MOA.docx
1295,English,Admin Service_Lease Management_Memorandum-of-Understanding-for-Common-Services-MOU.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Lease Management_Memorandum-of-Understanding-for-Common-Services-MOU.docx
3489,English,Admin Services_Feasibility Study_Cost Benefit Analysis.xlsx,xlsx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Services_Feasibility Study_Cost Benefit Analysis.xlsx
1312,English,Admin Services_Cost Benefit Analysis_User Manual.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Services_Cost Benefit Analysis_User Manual.docx
3488,Spanish,Admin Service_Vehicle Management_Waiver of Liability for UNDP Vehicles_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Vehicle Management_Waiver of Liability for UNDP Vehicles_SP.docx
3487,Spanish,Admin Service_Vehicle Management_Memo of Acceptance of Temp Custody_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Vehicle Management_Memo of Acceptance of Temp Custody_SP.docx
3486,English,HR_Probation Upon Appointment_Evaluation Form.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Probation Upon Appointment_Evaluation Form.docx
3476,English,PSU_Special Conditions for the Procurement of Cloud Computing.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Special Conditions for the Procurement of Cloud Computing.docx
3304,English,HR_Appointment and Promotion_Mobility.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Appointment and Promotion_Mobility.docx
986,English,Admin Service_Vehicle Management.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Vehicle Management.docx
1585,English,Admin Services_Corporate Purchasing Card_Purchasing Card Application.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Services_Corporate Purchasing Card_Purchasing Card Application.docx
2664,English,PPM_Formulate Programmes and Projects_Annotated UNDP GCF Project Document Template.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PPM_Formulate Programmes and Projects_Annotated UNDP GCF Project Document Template.docx
3432,English,HR_Non-Staff_IPSA_Format of the 2020 Annual Performance Review.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Non-Staff_IPSA_Format of the 2020 Annual Performance Review.docx
3439,English,PPM_Manage Change_UNDP GEF Guidance Note on Project Amendments for GEF projects.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PPM_Manage Change_UNDP GEF Guidance Note on Project Amendments for GEF projects.docx
3438,English,Admin Service_Asset Management_Month End Process under IPSAS including Depreciation.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Month End Process under IPSAS including Depreciation.pdf
3437,English,Admin Service_Asset Management_Asset Acquisition under IPSAS.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Asset Acquisition under IPSAS.pdf
3340,French,PSU_Long Term Agreement_Long Term Agreements (LTAs) and Cooperation with UN Entities_FRENCH.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Long Term Agreement_Long Term Agreements (LTAs) and Cooperation with UN Entities_FRENCH.docx
3431,English,PSU_Special Conditions for the Procurement  of Software Licenses.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Special Conditions for the Procurement  of Software Licenses.docx
1329,English,BERA_Managing Partnerships_English-MOU with CSOs-Foundations-Private Sector.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/BERA_Managing Partnerships_English-MOU with CSOs-Foundations-Private Sector.doc
2924,Spanish,BERA_Managing Partnerships_Spanish-MOU Sector Privado.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/BERA_Managing Partnerships_Spanish-MOU Sector Privado.docx
1333,French,BERA_Managing Partnerships_French-MOU Template Societe civile-Fondtation-Secteur prive.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/BERA_Managing Partnerships_French-MOU Template Societe civile-Fondtation-Secteur prive.docx
1581,English,PSU_Innovation_CSO engagement and E-tendering_RFI  Template.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Innovation_CSO engagement and E-tendering_RFI  Template.docx
2385,English,PSU_Procurement Authority and Increased Delegated Procurement Authority_Request Form.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Procurement Authority and Increased Delegated Procurement Authority_Request Form.docx
3408,Spanish,Partnerships_Managing Partnerships_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Partnerships_Managing Partnerships_Spanish.docx
3415,Spanish,HR_Internship_UNDP Internship Agreement Form_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Internship_UNDP Internship Agreement Form_Spanish.docx
3409,Spanish,AC_Business Continuity Management_BCM Policy Statement_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/AC_Business Continuity Management_BCM Policy Statement_Spanish.docx
3402,Spanish,HR_Separation of Services_Termination of Appointment_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Separation of Services_Termination of Appointment_Spanish.docx
3401,Spanish,HR_Work Life_Time Off for Breastfeeding_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Work Life_Time Off for Breastfeeding_Spanish.docx
2940,Spanish,PSU_Individual Contract_Justification for Engagement of IC based on Direct Contracting Modality_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Individual Contract_Justification for Engagement of IC based on Direct Contracting Modality_Spanish.docx
3379,English,Admin Services_Duty Travel_ATLAS Travel and Expense Guidelines.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Services_Duty Travel_ATLAS Travel and Expense Guidelines.pdf
3367,English,FRM_Pipeline and Revenue Management_Global Fund Revenue Guidance.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Pipeline and Revenue Management_Global Fund Revenue Guidance.docx
3371,English,PSU_Individual Contract_Consultancy Duration and Daily Fee Approval Form.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Individual Contract_Consultancy Duration and Daily Fee Approval Form.docx
3360,English,PSU_Construction Works_Request for Approval or Delegation for Construction Works template.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Construction Works_Request for Approval or Delegation for Construction Works template.docx
1426,English,FRM_Resource Planning_Cost Recovery_Step 1-Select Country Office.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning_Cost Recovery_Step 1-Select Country Office.docx
1425,English,FRM_Resource Planning_Cost Recovery_Section III and IV.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning_Cost Recovery_Section III and IV.docx
1423,English,FRM_Resource Planning_Cost Recovery_Report 3 - List Sub-Activity Cluster by Staff Member.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning_Cost Recovery_Report 3 - List Sub-Activity Cluster by Staff Member.docx
1424,English,FRM_Resource Planning_Cost Recovery_Section 1 Distribution by Regional Bureau.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning_Cost Recovery_Section 1 Distribution by Regional Bureau.docx
1422,English,FRM_Resource Planning_Cost Recovery_Report 2 - Analysis by Staff.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning_Cost Recovery_Report 2 - Analysis by Staff.docx
3014,French,PSU_Solicitation Process_Solicitation Documents_Request for Proposal (RFP) - Under 200k_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Solicitation Process_Solicitation Documents_Request for Proposal (RFP) - Under 200k_FR.docx
323,Spanish,PSU_Solicitation Process_Solicitation Documents_Request for Proposal (RFP) - Under 200k_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Solicitation Process_Solicitation Documents_Request for Proposal (RFP) - Under 200k_Spanish.docx
320,English,PSU_Solicitation Process_Solicitation Documents_Request for Proposal (RFP) - Under 200k.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Solicitation Process_Solicitation Documents_Request for Proposal (RFP) - Under 200k.docx
2834,English,FRM_Cash Banking and Investment_Procurement of Banking Services_Annual Bank Services Scorecard.xlsx,xlsx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Cash Banking and Investment_Procurement of Banking Services_Annual Bank Services Scorecard.xlsx
869,English,United Nations Acceptance of Pro Bono Goods and Services (ST_SGB_2006_5).pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/United Nations Acceptance of Pro Bono Goods and Services (ST_SGB_2006_5).pdf
1221,English,Admin Service_Asset Management_Atlas User Guide.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Asset Management_Atlas User Guide.docx
2493,English,PSU_Considerations of Contracting_UNDP GTCs for Contracts (Goods and-or Services) - Sept 2017.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Considerations of Contracting_UNDP GTCs for Contracts (Goods and-or Services) - Sept 2017.pdf
3322,English,PPM_Project Management_Criteria for Designation.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PPM_Project Management_Criteria for Designation.docx
2948,Spanish,PPM_Design_Development Services_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PPM_Design_Development Services_Spanish.docx
3259,French,PPM_Design_Development Services_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PPM_Design_Development Services_FR.docx
3214,English,DEF_PC_1_CPD_orRPD_v1.2_banner_DEF.jpg,jpg,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/DEF_PC_1_CPD_orRPD_v1.2_banner_DEF.jpg
275,French,PSU_Evaluation of Offers_Declaration of Impartiality and Confidentiality Evaluation Team_French.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Evaluation of Offers_Declaration of Impartiality and Confidentiality Evaluation Team_French.docx
273,Spanish,PSU_Evaluation of Offers_Declaration of Impartiality and Confidentiality Evaluation Team_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Evaluation of Offers_Declaration of Impartiality and Confidentiality Evaluation Team_Spanish.docx
1918,English,Appendix 3- Sample Letter for further delegation of authorities by Resident Representative.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Appendix 3- Sample Letter for further delegation of authorities by Resident Representative.docx
1286,English,Admin Service_Duty Travel_TTS-1_E_Request for US G-4 visa to be issued outside US.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Duty Travel_TTS-1_E_Request for US G-4 visa to be issued outside US.docx
3258,English,PPM_Design_Grants Operational Guidance.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PPM_Design_Grants Operational Guidance.docx
999,English,HR_Types of Leave_Special Leave.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Leave_Special Leave.docx
3315,English,1. MA Cheat Sheets - MA Structure 17MAY2018.pdf,pdf,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/1. MA Cheat Sheets - MA Structure 17MAY2018.pdf
2234,English,Crisis Response_Financial Resources for Response_Template short project document-emergencies.doc,doc,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Crisis Response_Financial Resources for Response_Template short project document-emergencies.doc
1521,English,PPM_Project Management_Approved Initiation Plan.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PPM_Project Management_Approved Initiation Plan.docx
1390,English,FRM_GMS Rates Calculator_2016.xlsx,xlsx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_GMS Rates Calculator_2016.xlsx
1299,English,Admin Service_Lease Management_UNDP-Standard-Lease-Agreement-Form.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Admin Service_Lease Management_UNDP-Standard-Lease-Agreement-Form.docx
473,English,HR_Internship_UNDP Internship Evaluation Form.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Internship_UNDP Internship Evaluation Form.docx
